Gene1,Gene2
MED1,TEAD3
MED1,THRAP3
MED1,THRB
MED1,TNF
MED1,TNFRSF21
MED1,TRIB3
MED1,VDR
CD36,MED21
CDK19,MED21
FABP4,MED21
LPL,MED21
LTB,MED21
MED10,MED21
MED21,MED27
MED21,NCOA3
MED21,NCOA6
MED21,NFE2
MED21,PPARGC1A
MED21,THRAP3
MED21,TNF
CD36,MED27
CDK19,MED27
FABP4,MED27
LPL,MED27
MED10,MED27
MED27,NCOA3
MED27,NCOA6
MED27,PPARGC1A
MED27,THRAP3
MED27,TNF
4933434E20RIK,MEF2A
ANK,MEF2A
ANKRD27,MEF2A
ARHGAP15,MEF2A
ARHGEF6,MEF2A
ASB8,MEF2A
ATP5O,MEF2A
BATF3,MEF2A
CASP12,MEF2A
CBX5,MEF2A
CCL3,MEF2A
CDC6,MEF2A
CENPL,MEF2A
CFP,MEF2A
CLU,MEF2A
CNBP,MEF2A
CNOT6,MEF2A
COX6A2,MEF2A
CRIPT,MEF2A
DAZAP2,MEF2A
DCTD,MEF2A
DDX1,MEF2A
EIF1,MEF2A
ELMO2,MEF2A
ELP2,MEF2A
EYA1,MEF2A
FLI1,MEF2A
FLNA,MEF2A
FOS,MEF2A
FOSL2,MEF2A
GM15915,MEF2A
GNB4,MEF2A
HIST1H2BC,MEF2A
HJURP,MEF2A
HMG20A,MEF2A
HOPX,MEF2A
HOXA9,MEF2A
ID3,MEF2A
INHBA,MEF2A
INPP5B,MEF2A
IPCEF1,MEF2A
KLF6,MEF2A
KLHL4,MEF2A
LAX1,MEF2A
LDB1,MEF2A
MAN1A,MEF2A
MEF2A,MEIS1
MEF2A,MRPS18A
MEF2A,MTAP
MEF2A,NAA20
MEF2A,NCOR1
MEF2A,NDUFA2
MEF2A,NFATC2
MEF2A,NUDCD1
MEF2A,OTUD4
MEF2A,OTUD6B
MEF2A,PACS1
MEF2A,PATL1
MEF2A,PDGFC
MEF2A,PER1
MEF2A,PFN1
MEF2A,PHB2
MEF2A,PIM2
MEF2A,PITPNC1
MEF2A,PLAG1
MEF2A,PMP22
MEF2A,PREP
MEF2A,PSME1
MEF2A,PTGER2
MEF2A,PTP4A3
MEF2A,RAG2
MEF2A,RGS10
MEF2A,RHOA
MEF2A,RLIM
MEF2A,RPL27A
MEF2A,RPL36AL
MEF2A,RPS25
MEF2A,RUNX2
MEF2A,S100A4
MEF2A,SARNP
MEF2A,SATB1
MEF2A,SEMA3D
MEF2A,SIRPA
MEF2A,SLC16A1
MEF2A,SLC16A2
MEF2A,SLC25A46
MEF2A,SLC29A1
MEF2A,SLC3A2
MEF2A,SLC6A6
MEF2A,SMAD2
MEF2A,SMARCA2
MEF2A,SMARCE1
MEF2A,SORT1
MEF2A,SPRYD4
MEF2A,TIMP2
MEF2A,TMUB2
MEF2A,TRPS1
MEF2A,TSC22D3
MEF2A,UBA3
MEF2A,UBL3
MEF2A,UMPS
MEF2A,URB2
MEF2A,XK
MEF2A,ZBTB10
MEF2A,ZBTB20
MEF2A,ZFAND5
ACLY,MEF2C
IFRD1,MEF2C
MAPK12,MEF2C
MAPK14,MEF2C
MEF2C,NCOA3
MEF2C,PHB2
MEF2C,UFC1
1110007C09RIK,MEIS1
ANGPT1,MEIS1
AP2M1,MEIS1
ARL6IP1,MEIS1
ARPP21,MEIS1
ARRDC4,MEIS1
ATF6,MEIS1
ATP6V1C1,MEIS1
BAP1,MEIS1
CLTC,MEIS1
CSNK2B,MEIS1
CYTH3,MEIS1
DACH1,MEIS1
EFTUD2,MEIS1
EIF1AD,MEIS1
EIF2S1,MEIS1
EIF4ENIF1,MEIS1
FBXO5,MEIS1
FCHO2,MEIS1
FLI1,MEIS1
FOS,MEIS1
GMFG,MEIS1
GTF2I,MEIS1
H2AFX,MEIS1
HDAC9,MEIS1
HMGN2,MEIS1
IFRD2,MEIS1
IL1R1,MEIS1
KLF10,MEIS1
LDB1,MEIS1
LRRC14,MEIS1
MEIS1,MTA2
MEIS1,NDN
MEIS1,NDUFB5
MEIS1,NDUFC1
MEIS1,OSBPL8
MEIS1,OST4
MEIS1,PABPC1
MEIS1,PBRM1
MEIS1,PBX1
MEIS1,PHAX
MEIS1,PIK3R1
MEIS1,PIM2
MEIS1,PLEKHB1
MEIS1,POLR2B
MEIS1,PSME3
MEIS1,RB1
MEIS1,RNF38
MEIS1,RPL34
MEIS1,RPS19
MEIS1,SATB1
MEIS1,SCRN1
MEIS1,SESN1
MEIS1,SMARCA2
MEIS1,SPRYD4
MEIS1,STT3B
MEIS1,SYK
MEIS1,SYNJ1
MEIS1,TGIF1
MEIS1,TMEM59
MEIS1,TNFAIP8
MEIS1,TXNDC11
MEIS1,ZEB2
MEIS1,ZFHX3
MEIS1,ZFP36L1
CCNB1,MIS18BP1
CENPA,MIS18BP1
CENPO,MIS18BP1
CEP55,MIS18BP1
KIF11,MIS18BP1
MIS18BP1,NPM1
MIS18BP1,RBBP4
MIS18BP1,RBBP7
MIS18BP1,SHCBP1
MIS18BP1,TPX2
MAPK1,MITF
MAPK3,MITF
MITF,PSMD14
MITF,UBC
MLL2,NFE2
MLL2,WDR5
MLL3,NCOA6
CBX5,MTA2
MORF4L1,MTA2
MTA2,RBBP4
MTA2,RBBP7
MTA2,RUNX1
1810027O10RIK,MYB
2010107E04RIK,MYB
ACOT7,MYB
ADK,MYB
AGPS,MYB
ALAD,MYB
ALDOA,MYB
ALKBH8,MYB
ANXA6,MYB
AP1G2,MYB
APLP2,MYB
ARHGAP4,MYB
ARL6IP1,MYB
ASF1B,MYB
ASNS,MYB
ATAD1,MYB
ATP1B2,MYB
ATP5L,MYB
ATP6V0E,MYB
AURKA,MYB
BCAP31,MYB
BCL2,MYB
C330018D20RIK,MYB
CAPZA1,MYB
CBFA2T3,MYB
CCDC56,MYB
CCNE1,MYB
CCT3,MYB
CDC20,MYB
CDCA8,MYB
CDK1,MYB
CEP70,MYB
CHMP2A,MYB
CITED4,MYB
CKAP2L,MYB
CLK1,MYB
CLTC,MYB
CNOT6L,MYB
CNOT7,MYB
COX4I1,MYB
DDX39,MYB
DDX5,MYB
DNAJC10,MYB
EAR2,MYB
EIF5A,MYB
ELANE,MYB
ERH,MYB
ERLIN1,MYB
ERMAP,MYB
ETF1,MYB
EWSR1,MYB
EZH2,MYB
FAM102B,MYB
FGFR1OP,MYB
FLOT2,MYB
GABARAP,MYB
GANAB,MYB
GATA1,MYB
GMFG,MYB
GPX1,MYB
GSTM1,MYB
GYS1,MYB
H2AFV,MYB
H2AFX,MYB
HDC,MYB
HHEX,MYB
HIST1H2BC,MYB
HMGA1,MYB
HNRNPF,MYB
HPCAL1,MYB
HSP90AA1,MYB
IDH3A,MYB
IDH3G,MYB
IFT140,MYB
IPO4,MYB
ITCH,MYB
JARID2,MYB
JMJD1C,MYB
KAZALD1,MYB
KDM6B,MYB
KRTCAP2,MYB
LASS2,MYB
LDHD,MYB
LMO4,MYB
MAGED1,MYB
MAPK3,MYB
MCM7,MYB
MED8,MYB
METTL7A1,MYB
MIR17HG,MYB
MLL2,MYB
MORF4L1,MYB
MORF4L2,MYB
MPO,MYB
MRFAP1,MYB
MRPL18,MYB
MRPL52,MYB
MTCH2,MYB
MYB,MYL6
MYB,MYST2
MYB,NEAT1
MYB,NEDD8
MYB,NFE2L2
MYB,NFXL1
MYB,NRAS
MYB,NUF2
MYB,OBSL1
MYB,OST4
MYB,OTUD6B
MYB,PABPC1
MYB,PACSIN2
MYB,PAK1
MYB,PDCD4
MYB,PICALM
MYB,PNO1
MYB,POLR2A
MYB,PPIA
MYB,PPM1G
MYB,PRDX5
MYB,PRMT5
MYB,PSMB1
MYB,PSMB3
MYB,PSMB6
MYB,PSME2
MYB,PTGS1
MYB,PTP4A1
MYB,PTPN7
MYB,RAC2
MYB,RAMP1
MYB,RARB
MYB,RASA3
MYB,RBBP4
MYB,RBPJ
MYB,RDH11
MYB,REXO2
MYB,RILPL2
MYB,RNF38
MYB,ROMO1
MYB,RPS8
MYB,RPS9
MYB,RUNX1T1
MYB,RUNX2
MYB,RUVBL2
MYB,S100A1
MYB,SELPLG
MYB,SEPT2
MYB,SESN1
MYB,SETD2
MYB,SH3BGRL
MYB,SLC16A10
MYB,SLC39A9
MYB,SLC40A1
MYB,SNAPC5
MYB,SNX30
MYB,SORT1
MYB,SOX6
MYB,SP4
MYB,SPC24
MYB,SRSF2
MYB,SSNA1
MYB,SSR3
MYB,SSTR2
MYB,SSX2IP
MYB,STMN1
MYB,SUB1
MYB,SUMO1
MYB,TACC3
MYB,TAF6
MYB,TAF9
MYB,TARDBP
MYB,TASP1
MYB,TBC1D10C
MYB,TBXA2R
MYB,TCP1
MYB,TESPA1
MYB,TGIF1
MYB,TMED2
MYB,TMEM129
MYB,TMEM179B
MYB,TMEM97
MYB,TOB1
MYB,TOP2A
MYB,TPM3
MYB,TRAPPC1
MYB,TRIM28
MYB,TRMT2A
MYB,TSPO2
MYB,TUBA1B
MYB,TXNDC17
MYB,UBE2K
MYB,UNK
MYB,UPF1
MYB,UPP1
MYB,UQCRQ
MYB,URB2
MYB,USF2
MYB,USP11
MYB,VAMP5
MYB,VIM
MYB,WDR6
MYB,XBP1
MYB,YWHAZ
MYB,ZBTB16
MYB,ZFX
MYB,ZNRF2
1810027O10RIK,MYC
2810468N07RIK,MYC
3110003A17RIK,MYC
ABCE1,MYC
ADK,MYC
AI506816,MYC
ALAD,MYC
ALDH18A1,MYC
ALDOA,MYC
AMPD2,MYC
ANGPT1,MYC
ANKLE1,MYC
AP1S2,MYC
APEX1,MYC
ARFGEF2,MYC
ARID1A,MYC
ARRDC4,MYC
ASNS,MYC
ASS1,MYC
ATF4,MYC
ATF7,MYC
ATP5E,MYC
ATP5F1,MYC
ATP5G1,MYC
ATP5G2,MYC
ATP6V0B,MYC
ATP6V0D1,MYC
ATP6V0E,MYC
ATP6V1E1,MYC
ATPIF1,MYC
AURKA,MYC
BANF1,MYC
BCAP29,MYC
BHLHE40,MYC
BIRC5,MYC
BLOC1S1,MYC
BMI1,MYC
BOLA2,MYC
BUB3,MYC
BYSL,MYC
CANX,MYC
CBX3,MYC
CBX5,MYC
CCDC12,MYC
CCNE2,MYC
CCT2,MYC
CCT3,MYC
CD164,MYC
CD63,MYC
CDCA8,MYC
CDK6,MYC
CENPK,MYC
CFL1,MYC
CHCHD1,MYC
CKS1B,MYC
CNOT8,MYC
CPT1A,MYC
CRK,MYC
CSDA,MYC
CSTB,MYC
CTSL,MYC
CUL3,MYC
CUTA,MYC
CYP20A1,MYC
DCAF11,MYC
DCTD,MYC
DDX21,MYC
DNAJC8,MYC
DNMT3A,MYC
DNTT,MYC
DUSP1,MYC
DUSP2,MYC
EEF1A1,MYC
EEF1B2,MYC
EFTUD2,MYC
EHMT2,MYC
EIF1AD,MYC
EIF2S1,MYC
EIF3B,MYC
EIF3H,MYC
EIF4A1,MYC
EIF4ENIF1,MYC
EIF5A,MYC
EMP1,MYC
ENO1,MYC
ERCC8,MYC
EWSR1,MYC
EZR,MYC
FAM162A,MYC
FARSB,MYC
FGFR1OP,MYC
FLT3,MYC
FOXJ3,MYC
FOXRED1,MYC
GAS5,MYC
GATAD2A,MYC
GCLC,MYC
GLRX5,MYC
GMIP,MYC
GNAI3,MYC
GNL3,MYC
GNS,MYC
GPSM2,MYC
GPX1,MYC
GTF2A1,MYC
GTF2H1,MYC
GYG,MYC
H2-DMA,MYC
H47,MYC
HBP1,MYC
HDGF,MYC
HEXA,MYC
HIF1A,MYC
HK2,MYC
HMGA1,MYC
HMGN2,MYC
HMMR,MYC
HNRNPAB,MYC
HNRNPF,MYC
HSDL1,MYC
HSP90AA1,MYC
HSP90AB1,MYC
HSPA8,MYC
HSPE1,MYC
HYOU1,MYC
IARS,MYC
IFI30,MYC
IFITM3,MYC
IFRD2,MYC
ILF3,MYC
ILVBL,MYC
IRF9,MYC
ITCH,MYC
KDM6A,MYC
KHDRBS1,MYC
KLF4,MYC
KPNA2,MYC
KRTCAP2,MYC
LAMP1,MYC
LDHA,MYC
LRRC59,MYC
MAPK1,MYC
MAPK12,MYC
MAPK3,MYC
MDN1,MYC
METAP1D,MYC
MFNG,MYC
MFSD10,MYC
MIF,MYC
MIR17HG,MYC
MLL2,MYC
MRM1,MYC
MRPL23,MYC
MSN,MYC
MTHFD1,MYC
MXD3,MYC
MYC,MYCT1
1810009A15RIK,MYCN
1810027O10RIK,MYCN
2400001E08RIK,MYCN
2410015M20RIK,MYCN
3230401D17RIK,MYCN
ABCE1,MYCN
ABL2,MYCN
ACOX1,MYCN
ADK,MYCN
ADO,MYCN
AGAP3,MYCN
AHCTF1,MYCN
AI506816,MYCN
ALAD,MYCN
ALDH18A1,MYCN
ALDOA,MYCN
AMPD2,MYCN
ANXA6,MYCN
AP1B1,MYCN
AP2M1,MYCN
APEX1,MYCN
APRT,MYCN
ARID1A,MYCN
ASS1,MYCN
ATF4,MYCN
ATF6,MYCN
ATF7,MYCN
ATG16L1,MYCN
ATP5E,MYCN
ATP5F1,MYCN
ATP5G1,MYCN
ATP5G2,MYCN
ATP6V0D1,MYCN
ATP6V0E,MYCN
ATP6V1A,MYCN
ATP6V1F,MYCN
ATPIF1,MYCN
AURKA,MYCN
AURKB,MYCN
B3GALNT2,MYCN
BANF1,MYCN
BAP1,MYCN
BCAP29,MYCN
BIRC6,MYCN
BOLA2,MYCN
BTK,MYCN
BUB1B,MYCN
CAD,MYCN
CADPS2,MYCN
CALR,MYCN
CANX,MYCN
CBX3,MYCN
CBX5,MYCN
CBX7,MYCN
CCNE1,MYCN
CCNE2,MYCN
CCNL1,MYCN
CCT2,MYCN
CCT3,MYCN
CCT8,MYCN
CD164,MYCN
CD63,MYCN
CDCA7,MYCN
CDK1,MYCN
CDT1,MYCN
CENPB,MYCN
CETN3,MYCN
CFDP1,MYCN
CFL1,MYCN
CHCHD1,MYCN
CHCHD10,MYCN
CHRNB1,MYCN
CIB1,MYCN
CKAP2,MYCN
CLTC,MYCN
MYC,NCOR1
CPXM1,MYCN
CSDA,MYCN
CSE1L,MYCN
CTSD,MYCN
CTSF,MYCN
CTSL,MYCN
CYP20A1,MYCN
D10WSU102E,MYCN
D8ERTD738E,MYCN
DCAF11,MYCN
DCAF13,MYCN
DCTD,MYCN
DDX21,MYCN
DDX39,MYCN
DDX5,MYCN
DENND2D,MYCN
DHX33,MYCN
DNAJC2,MYCN
DNAJC8,MYCN
DNMT3A,MYCN
DPP8,MYCN
DTL,MYCN
MYC,NDUFA7
MYC,NDUFS1
DUSP2,MYCN
ECE2,MYCN
EEF1B2,MYCN
EEF1E1,MYCN
EFTUD2,MYCN
EHMT2,MYCN
EIF1,MYCN
EIF1AD,MYCN
EIF3B,MYCN
EIF3E,MYCN
EIF3M,MYCN
EIF4A1,MYCN
EIF4ENIF1,MYCN
EIF5A,MYCN
EIF5B,MYCN
ELL2,MYCN
EMP3,MYCN
ENPP5,MYCN
EPRS,MYCN
ERCC8,MYCN
ERGIC1,MYCN
EWSR1,MYCN
EZR,MYCN
FAM162A,MYCN
FAM168B,MYCN
FAM195B,MYCN
FAM76B,MYCN
FARSB,MYCN
FASTKD2,MYCN
FASTKD3,MYCN
MYC,NFAT5
FCHSD2,MYCN
MYC,NFE2L2
FGFR1OP,MYCN
MYC,NFKBIA
FOXJ3,MYCN
FOXN2,MYCN
FPGS,MYCN
GABARAP,MYCN
GAS5,MYCN
GATAD2A,MYCN
GCLC,MYCN
GLB1,MYCN
GMFB,MYCN
GNB1,MYCN
GNL3,MYCN
GNPDA1,MYCN
GOLIM4,MYCN
GPD1L,MYCN
GPSM2,MYCN
GPX1,MYCN
GSTO1,MYCN
GTF2A1,MYCN
GTF2H1,MYCN
GUK1,MYCN
H2-DMA,MYCN
H47,MYCN
HAT1,MYCN
HDGF,MYCN
HEXA,MYCN
HIF3A,MYCN
HINT1,MYCN
HK2,MYCN
HMGA1,MYCN
HMGN2,MYCN
HMMR,MYCN
HNRNPAB,MYCN
HNRNPD,MYCN
HNRNPF,MYCN
HNRNPK,MYCN
MYC,NHP2L1
HSP90AA1,MYCN
HSP90AB1,MYCN
HSPA4,MYCN
HSPA8,MYCN
HSPE1,MYCN
HYOU1,MYCN
IARS,MYCN
ICAM1,MYCN
IDH3G,MYCN
IFI30,MYCN
IFRD1,MYCN
IFRD2,MYCN
ILF3,MYCN
ILK,MYCN
ILVBL,MYCN
IPO4,MYCN
ITSN1,MYCN
IVNS1ABP,MYCN
JUNB,MYCN
KCNK5,MYCN
KDM6B,MYCN
KHDRBS1,MYCN
KIT,MYCN
KLF4,MYCN
KPNA2,MYCN
KRTCAP2,MYCN
LAMP1,MYCN
LAP3,MYCN
LASS5,MYCN
LCP1,MYCN
LDHA,MYCN
LIG1,MYCN
LONP1,MYCN
MARCH8,MYCN
MATR3,MYCN
MCM2,MYCN
MYC,NMD3
MDH2,MYCN
MDM2,MYCN
MDN1,MYCN
MYC,NME1
ME2,MYCN
MYC,NME2
METAP1,MYCN
METAP1D,MYCN
METTL8,MYCN
MFSD1,MYCN
MFSD10,MYCN
MIF,MYCN
MIR17HG,MYCN
MLL2,MYCN
MLL3,MYCN
MRM1,MYCN
MRPL23,MYCN
MRPL36,MYCN
MRPL52,MYCN
MRPL54,MYCN
MRPS18C,MYCN
MSN,MYCN
MT2,MYCN
MTHFD1,MYCN
MTUS1,MYCN
MXD3,MYCN
MYCN,MYO5A
MYCN,N4BP3
MYCN,NAA50
MYCN,NADK
MYCN,NAP1L1
MYCN,NCOR1
MYCN,NDUFA7
MYCN,NDUFB2
MYCN,NDUFS1
MYCN,NDUFS6
MYCN,NFATC2
MYCN,NFE2L2
MYCN,NFKBIA
MYCN,NFX1
MYCN,NHP2L1
MYCN,NMD3
MYCN,NME1
MYCN,NME2
MYCN,NOL9
MYCN,NOP2
MYCN,NPM1
MYCN,NPTN
MYCN,NRAS
MYCN,NSD1
MYCN,NT5C3
MYCN,NUDCD3
MYCN,NUDT19
MYCN,NUDT9
MYCN,NUP93
MYCN,NUPR1
MYCN,ODC1
MYC,NOL9
MYC,NOP2
MYCN,OSBPL1A
MYC,NOTCH1
MYCN,OTUD4
MYCN,P4HB
MYCN,PA2G4
MYCN,PABPC1
MYCN,PAPOLA
MYCN,PARL
MYCN,PARP1
MYCN,PBLD2
MYCN,PBRM1
MYCN,PCYT2
MYCN,PDIA4
MYCN,PFKFB3
MYCN,PFN1
MYCN,PGAM1
MYCN,PGD
MYCN,PICALM
MYCN,PKM
MYCN,PKN3
MYCN,PLAUR
MYC,NPM1
MYCN,PNO1
MYCN,POGLUT1
MYCN,POLE
MYCN,POLR1B
MYCN,POLR1D
MYCN,POLR2H
MYCN,POLR2J
MYCN,PPAT
MYCN,PPIA
MYCN,PPIB
MYCN,PPID
MYCN,PRC1
MYCN,PRDM5
MYCN,PRDX1
MYCN,PRDX2
MYCN,PRDX4
MYCN,PRDX5
MYCN,PRDX6
MYCN,PRMT7
MYCN,PRODH
MYCN,PSMC2
MYCN,PSME3
MYCN,PTDSS2
MYCN,PTGES3
MYCN,PTMA
MYC,NPTN
MYCN,PTP4A1
MYCN,PTP4A2
MYCN,PTP4A3
MYCN,PTPN2
MYCN,PTPRS
MYCN,PTS
MYCN,PUS7
MYCN,PWP1
MYCN,PWP2
MYCN,QDPR
MYCN,RAI14
MYCN,RAN
MYCN,RANBP1
MYCN,RANGAP1
MYC,NRAS
MYCN,RBBP4
MYCN,RBM3
MYCN,RCC1
MYCN,RELA
MYCN,REXO2
MYCN,RFC1
MYCN,RFESD
MYCN,RGS19
MYCN,RHOF
MYCN,RNF145
MYCN,RNF4
MYCN,RNH1
MYCN,RPL12
MYCN,RPL13
MYCN,RPL14
MYCN,RPL19
MYCN,RPL21
MYCN,RPL23
MYCN,RPL23A
MYCN,RPL27A
MYCN,RPL28
MYCN,RPL30
MYCN,RPL34
MYCN,RPL35
MYCN,RPL36
MYCN,RPL38
MYCN,RPL8
MYCN,RPLP0
MYCN,RPLP1
MYCN,RPLP2
MYCN,RPN1
MYCN,RPS10
MYCN,RPS11
MYCN,RPS12
MYCN,RPS19
MYCN,RPS20
MYCN,RPS21
MYCN,RPS24
MYCN,RPS27A
MYCN,RPS28
MYCN,RPS29
MYCN,RPS8
MYCN,RPS9
MYCN,RPSA
MYCN,SEC61A1
MYCN,SEH1L
MYCN,SEPT11
MYCN,SEPT2
MYCN,SERF2
MYCN,SF3B3
MYCN,SGMS1
MYCN,SHMT1
MYCN,SLC16A1
MYCN,SLC19A1
MYCN,SLC20A1
MYCN,SLC26A2
MYCN,SLC29A1
MYCN,SLC35E1
MYCN,SLC3A2
MYCN,SLC43A1
MYCN,SLC6A15
MYCN,SMARCA4
MYCN,SMARCA5
MYCN,SMARCE1
MYC,NSMCE2
MYCN,SMTNL1
MYCN,SND1
MYCN,SNHG5
MYCN,SNX5
MYCN,SOCS2
MYCN,SOD1
MYCN,SOD2
MYCN,SON
MYCN,SPRYD4
MYCN,SRM
MYCN,SRSF2
MYCN,SRSF3
MYCN,SRSF6
MYCN,SSB
MYCN,SSR1
MYCN,SSR4
MYCN,SSRP1
MYCN,STAT3
MYCN,STMN1
MYCN,STRAP
MYCN,STT3B
MYCN,SUMO2
MYCN,SUPT16H
MYCN,SUPT7L
MYCN,SUPV3L1
MYCN,SUZ12
MYCN,TAF12
MYCN,TAPT1
MYCN,TARDBP
MYCN,TARS
MYCN,TASP1
MYCN,TBC1D15
MYCN,TBRG1
MYCN,TCERG1
MYCN,TCOF1
MYCN,TEX10
MYCN,TFDP1
MYCN,TFRC
MYCN,THADA
MYCN,THRAP3
MYCN,TIAL1
MYCN,TIMM10
MYCN,TIMM50
MYCN,TMC6
MYCN,TMEM109
MYCN,TMEM186
MYCN,TMEM97
MYCN,TNFRSF21
MYCN,TNPO1
MYCN,TOMM5
MYCN,TOMM70A
MYCN,TOPORS
MYCN,TRA2B
MYCN,TRIM28
MYCN,TRMT11
MYCN,TRMT2A
MYCN,TRMT6
MYCN,TRP53
MYCN,TSC22D1
MYCN,TUBA1B
MYCN,TXN2
MYCN,TXNRD2
MYCN,TYMS
MYCN,UBA52
MYCN,UBC
MYCN,UBE2C
MYCN,UBE2K
MYC,NUDCD3
MYC,NUDT9
MYCN,UHRF1
MYC,NUP93
MYC,NUPR1
MYCN,UQCRQ
MYCN,URB2
MYCN,USP4
MYCN,VAPA
MYCN,VDAC2
MYCN,VKORC1L1
MYCN,VPS16
MYCN,VPS29
MYCN,VPS33A
MYCN,WDR36
MYCN,WDR4
MYCN,WDR43
MYCN,WDR5
MYCN,WDR55
MYCN,XAB2
MYCN,XRCC5
MYCN,YBX1
MYCN,ZBTB8OS
MYCN,ZFP451
MYCN,ZFP53
MYCN,ZFP62
MYCN,ZFP639
MYCN,ZNRF2
MYCN,ZZZ3
MYC,OBSCN
MYC,PA2G4
MYC,PABPC1
MYC,PAPOLA
MYC,PARK7
MYC,PBLD2
MYC,PBRM1
MYC,PFN1
MYC,PGD
MYC,PLA2G12A
MYC,PLP2
MYC,POGLUT1
MYC,POLA2
MYC,POLR1B
MYC,PPAT
MYC,PPIA
MYC,PPID
MYC,PRC1
MYC,PRDM16
MYC,PRDX1
MYC,PRDX2
MYC,PRDX3
MYC,PRELID1
MYC,PRMT7
MYC,PRPF40A
MYC,PSAT1
MYC,PSMB10
MYC,PSME3
MYC,PTPRS
MYC,PUS7
MYC,PYGL
MYC,RAN
MYC,RANBP1
MYC,RANGAP1
MYC,RASAL3
MYC,RB1
MYC,REXO2
MYC,RNF145
MYC,RNF4
MYC,RPL13
MYC,RPL14
MYC,RPL21
MYC,RPL23
MYC,RPL3
MYC,RPL30
MYC,RPL35
MYC,RPL7
MYC,RPLP1
MYC,RPLP2
MYC,RPS11
MYC,RPS12
MYC,RPS18
MYC,RPS19
MYC,RPS20
MYC,RPS28
MYC,RPS29
MYC,RPS8
MYC,RPS9
MYC,RPSA
MYC,RSU1
MYC,RTEL1
MYC,SASH3
MYC,SEC23IP
MYC,SERF2
MYC,SGK1
MYC,SGPP1
MYC,SHMT1
MYC,SLC20A1
MYC,SLC29A1
MYC,SLC3A2
MYC,SLC43A1
MYC,SLC6A15
MYC,SMAD2
MYC,SMARCA4
MYC,SMARCA5
MYC,SND1
MYC,SNX2
MYC,SNX5
MYC,SOCS2
MYC,SOD2
MYC,SPNS2
MYC,SPRYD4
MYC,SRM
MYC,SRSF1
MYC,SRSF2
MYC,SRSF3
MYC,SSB
MYC,SSRP1
MYC,STEAP3
MYC,STRAP
MYC,STT3B
MYC,SUPV3L1
MYC,TAF12
MYC,TAF6
MYC,TARDBP
MYC,TARS
MYC,TBRG1
MYC,TCERG1
MYC,TCF7L2
MYC,TCOF1
MYC,TEX10
MYC,TFDP1
MYC,TFRC
MYC,TIAL1
MYC,TIMM50
MYC,TIMP2
MYC,TMEM246
MYC,TMEM43
MYC,TMEM97
MYC,TNFRSF21
MYC,TNPO1
MYC,TOMM5
MYC,TRAPPC4
MYC,TRIM16
MYC,TRMT2A
MYC,TRMT6
MYC,TSC22D4
MYC,TUBA4A
MYC,TYMS
MYC,UBA52
MYC,UBE2C
MYC,UHRF1
MYC,UNC93B1
MYC,VDAC2
MYC,VEGFC
MYC,VKORC1L1
MYC,VPS16
MYC,WDR36
MYC,WDR4
MYC,WDR43
MYC,YBX1
MYC,ZFP451
MYC,ZFP639
MYC,ZNRF2
MYC,ZZZ3
CXCL1,MYD88
CXCL2,MYD88
IL12A,MYD88
IL1B,MYD88
MYD88,TNF
ABCB4,NCOA3
ALAS1,NCOA3
CD36,NCOA3
CDK19,NCOA3
CPT1A,NCOA3
CPT2,NCOA3
FABP4,NCOA3
FADS1,NCOA3
FDFT1,NCOA3
GLIPR1,NCOA3
LGALS3,NCOA3
LPL,NCOA3
MED10,NCOA3
NCOA3,NCOA6
NCOA3,PER1
NCOA3,PLIN2
NCOA3,POLR3F
NCOA3,PPARGC1A
NCOA3,PRDX5
NCOA3,RNF19A
NCOA3,SIN3B
NCOA3,SIRT2
NCOA3,SP1
NCOA3,TEAD3
NCOA3,TIAL1
NCOA3,TNF
NCOA3,TNFRSF21
NCOA3,TRIB3
NCOA3,TRPS1
NCOA4,NDN
NCOA4,NRAS
ABCB4,NCOA6
ALAS1,NCOA6
CD36,NCOA6
CPT1A,NCOA6
CPT2,NCOA6
FABP4,NCOA6
FADS1,NCOA6
FDFT1,NCOA6
GLIPR1,NCOA6
MED10,NCOA6
NCOA6,PLIN2
NCOA6,PPARGC1A
NCOA6,SIN3B
NCOA6,SP1
NCOA6,TEAD3
NCOA6,TNFRSF21
NCOA6,TRIB3
NCOA6,XRCC6
NCOR1,PIK3R1
NCOR1,THRB
NCOR2,RBPJ
2610301B20RIK,NDN
CACYBP,NDN
CAMK1,NDN
CHMP5,NDN
COPB2,NDN
ITGB5,NDN
MAGED1,NDN
MCM10,NDN
MED22,NDN
NCAPH,NDN
NDN,NFX1
NDN,NUCB2
NDN,RPL28
NDN,STAT3
NDN,TBRG1
NDN,TUBA1A
NDN,UQCRC1
1500003O03RIK,NFAT5
MAPK12,NFAT5
MAPK14,NFAT5
NFAT5,TNF
NFAT5,VDAC3
1500003O03RIK,NFATC1
ARL6IP5,NFATC1
ATP6V0D2,NFATC1
COX7C,NFATC1
GLRX5,NFATC1
ID2,NFATC1
INHBA,NFATC1
MAPK12,NFATC1
MAPK14,NFATC1
MFSD10,NFATC1
MTMR4,NFATC1
NET1,NFATC1
NFATC1,NR3C2
NFATC1,PCBP2
NFATC1,PPP1CB
NFATC1,RGS10
NFATC1,RUNX2
NFATC1,SATB1
NFATC1,SCFD1
NFATC1,SLC25A21
NFATC1,TMEM14C
NFATC1,TNF
NFATC1,TRAPPC4
NFATC1,UBC
NFATC1,VDAC3
